id,airline,flight,source,departure,stops,arrival,destination,class,duration,days_left,price
287,Indigo,0.00E+00,Hyderabad,Evening,one,Night,Kolkata,Economy,6.25,41.0,3223
288,Vistara,UK-838,Chennai,Night,one,Early_Morning,Mumbai,Economy,10.83,36.0,4413
289,Air_India,AI-9894,Chennai,Morning,one,Night,Mumbai,Economy,13.67,39.0,5320
290,Indigo,0.00E+00,Hyderabad,Morning,one,Evening,Kolkata,Economy,7.25,11.0,6663
291,Indigo,0.00E+00,Mumbai,,one,Night,Kolkata,Economy,5.5,32.0,2835
292,Air_India,AI-770,Kolkata,Night,one,Evening,Hyderabad,Economy,22.83,25.0,4724
293,Vistara,UK-826,Chennai,Afternoon,one,Early_Morning,Bangalore,Economy,,19.0,4755
294,Air_India,AI-465,Delhi,Evening,one,Night,Mumbai,Economy,6.25,39.0,5507
295,Indigo,0.00E+00,Bangalore,Night,zero,Night,Mumbai,Economy,2.0,44.0,2201
296,Air_India,AI-808,Bangalore,Night,one,Morning,Hyderabad,Business,14.92,36.0,56476
297,Indigo,0.00E+00,Bangalore,Night,one,Morning,Delhi,Economy,9.42,37.0,5563
298,Vistara,UK-928,Mumbai,,one,Night,Chennai,Economy,16.25,,11843
299,GO_FIRST,G8-399,Bangalore,Night,one,Early_Morning,Kolkata,Economy,9.5,42.0,6186
300,GO_FIRST,G8-371,Mumbai,Evening,one,Night,Hyderabad,Economy,7.0,18.0,4262
301,Vistara,UK-993,Delhi,Afternoon,one,Night,Hyderabad,Business,8.08,30.0,51697
302,SpiceJet,SG-8157,Delhi,,one,Early_Morning,Chennai,Economy,25.67,14.0,7425
303,Air_India,AI-505,Bangalore,Morning,one,Evening,Mumbai,Business,7.58,11.0,54684
304,GO_FIRST,G8-116,Bangalore,Early_Morning,one,Night,Mumbai,Economy,15.92,,6389
305,Air_India,AI-809,Mumbai,,one,Evening,Chennai,Business,9.0,5.0,49613
306,,G8-312,Bangalore,Evening,one,Night,Delhi,Economy,5.58,27.0,3466
307,Vistara,UK-825,Mumbai,Morning,zero,Morning,Chennai,Economy,2.08,6.0,6993
308,Air_India,AI-762,Delhi,Night,one,Night,Hyderabad,Business,,15.0,47408
309,Air_India,AI-808,Bangalore,Night,one,Afternoon,Chennai,Economy,15.67,34.0,6444
310,Indigo,6.00E-126,Chennai,Evening,one,Night,Kolkata,Economy,5.92,8.0,16015
311,Indigo,0.00E+00,Mumbai,Afternoon,one,Evening,Kolkata,Economy,7.5,5.0,11141
312,Vistara,UK-824,Chennai,Night,one,Morning,Delhi,Business,14.5,47.0,60160
313,Air_India,AI-695,Mumbai,Morning,one,Afternoon,Delhi,Business,27.5,23.0,44013
314,SpiceJet,SG-8108,Chennai,Night,zero,Late_Night,Delhi,Economy,2.75,38.0,2568
315,Vistara,UK-816,Bangalore,Morning,one,Evening,Kolkata,Business,6.58,,60508
316,GO_FIRST,G8-103,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.33,37.0,7469
317,Indigo,0.00E+00,Delhi,Afternoon,one,Evening,Mumbai,Economy,6.0,32.0,2410
318,Vistara,UK-873,Mumbai,Early_Morning,one,Night,Delhi,Economy,16.5,21.0,5232
319,Vistara,UK-874,Hyderabad,Morning,,Morning,Chennai,Business,,46.0,41314
320,Indigo,0.00E+00,Delhi,Morning,one,Evening,Bangalore,Economy,8.58,42.0,4007
321,Vistara,UK-774,Kolkata,Night,one,Morning,Delhi,Economy,13.08,23.0,7145
322,,0.00E+00,Hyderabad,Evening,zero,Evening,Bangalore,Economy,1.25,35.0,1776
323,,UK-876,Hyderabad,Night,one,Morning,Bangalore,Business,11.25,39.0,38099
324,Vistara,UK-996,Mumbai,Evening,one,Evening,Kolkata,Business,25.08,10.0,64285
325,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Economy,14.33,30.0,5772
326,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Early_Morning,Mumbai,Economy,24.92,,3712
327,Indigo,6.00E-146,Bangalore,Late_Night,zero,Early_Morning,Kolkata,Economy,2.67,15.0,5410
328,SpiceJet,SG-8171,Delhi,Morning,one,Evening,Chennai,Economy,6.42,10.0,16141
329,Vistara,UK-838,Chennai,Night,one,Morning,Mumbai,Business,12.67,6.0,64113
330,Vistara,UK-738,Kolkata,Evening,one,Afternoon,Hyderabad,Business,,,52175
331,Vistara,UK-816,Bangalore,Morning,one,Evening,Kolkata,Economy,6.58,27.0,8112
332,Indigo,0.00E+00,Kolkata,,one,Evening,Bangalore,Economy,11.92,,6977
333,,AI-768,Kolkata,Afternoon,two_or_more,Night,Mumbai,Economy,6.67,4.0,14889
334,Indigo,0.00E+00,Kolkata,Afternoon,one,Night,Hyderabad,Economy,8.92,33.0,4279
335,Vistara,UK-876,Hyderabad,Night,one,Evening,Bangalore,Business,21.67,46.0,38099
336,Vistara,UK-853,Mumbai,Afternoon,one,Night,Delhi,Economy,5.58,,6122
337,Air_India,AI-430,Chennai,Morning,one,Night,Mumbai,Business,12.25,15.0,49553
338,,AI-809,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,39.0,2464
339,Vistara,UK-808,Bangalore,Early_Morning,one,Night,Mumbai,Economy,14.0,48.0,6568
340,Vistara,UK-834,Chennai,Evening,one,Evening,Hyderabad,Economy,23.83,19.0,9953
341,Vistara,UK-993,Delhi,,one,Early_Morning,Hyderabad,Business,19.0,35.0,51697
342,Air_India,AI-764,Delhi,,one,Night,Hyderabad,Economy,28.33,34.0,3994
343,Air_India,AI-766,Chennai,Early_Morning,one,Night,Hyderabad,Economy,,11.0,12708
344,Vistara,UK-738,Kolkata,Evening,one,Morning,Chennai,Business,15.17,37.0,68415
345,AirAsia,I5-1540,Bangalore,Evening,one,Late_Night,Delhi,Economy,7.08,47.0,2723
346,AirAsia,I5-784,Delhi,Evening,one,Late_Night,Kolkata,Economy,9.5,4.0,5953
347,Air_India,AI-808,Bangalore,Night,zero,Night,Delhi,Economy,2.92,38.0,4491
348,Vistara,UK-880,Hyderabad,Afternoon,,Evening,Kolkata,Economy,6.17,14.0,11319
349,Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Business,11.33,16.0,59254
350,Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,9.67,33.0,6568
351,Vistara,UK-902,Mumbai,Afternoon,one,Night,Chennai,Business,7.0,10.0,61933
352,Air_India,AI-676,Kolkata,Morning,one,Morning,Chennai,Economy,25.25,23.0,8337
353,Indigo,0.00E+00,Delhi,Night,zero,Late_Night,Chennai,Economy,2.83,,8895
354,Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Economy,10.0,15.0,17739
355,Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Chennai,Business,7.0,17.0,41314
356,Indigo,0.00E+00,Kolkata,Morning,one,Evening,Chennai,Economy,8.58,33.0,3620
357,Indigo,0.00E+00,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.25,13.0,5955
358,Indigo,0.00E+00,Bangalore,Morning,one,Evening,Hyderabad,Economy,7.75,30.0,3105
359,Indigo,6.00E-139,Kolkata,Early_Morning,one,Afternoon,Hyderabad,Economy,6.58,,6970
360,Indigo,0.00E+00,Kolkata,Morning,zero,Afternoon,Mumbai,Economy,2.92,15.0,7959
361,,0.00E+00,Hyderabad,,one,Afternoon,Bangalore,Economy,8.42,,5136
362,GO_FIRST,G8-116,Bangalore,,one,Evening,Mumbai,Economy,8.92,46.0,6389
363,Vistara,UK-977,Delhi,Evening,one,Morning,Chennai,Economy,13.83,34.0,5622
364,GO_FIRST,G8-325,Mumbai,Night,one,Morning,Hyderabad,Economy,9.67,40.0,3282
365,Air_India,AI-467,Delhi,Evening,one,Night,Hyderabad,Economy,27.08,47.0,5232
366,Vistara,UK-807,Delhi,,two_or_more,Morning,Chennai,Economy,,20.0,8838
367,Air_India,AI-660,Mumbai,Evening,one,Morning,Bangalore,Economy,16.75,6.0,11469
368,Air_India,AI-840,Hyderabad,Night,one,Evening,Chennai,Economy,22.17,,4544
369,Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Mumbai,Business,9.67,9.0,67004
370,Vistara,UK-867,Bangalore,Afternoon,two_or_more,Afternoon,Hyderabad,Economy,23.83,21.0,10427
371,Air_India,AI-665,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.67,2.0,12990
372,,SG-3831,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,8.33,36.0,6595
373,Air_India,AI-559,Hyderabad,Early_Morning,,Evening,Mumbai,Economy,12.75,12.0,13592
374,,SG-8941,Delhi,Afternoon,one,Night,Hyderabad,Economy,5.92,,3625
375,SpiceJet,SG-8152,Delhi,Morning,one,Morning,Kolkata,Economy,23.67,18.0,4898
376,Air_India,AI-840,Hyderabad,Night,one,Night,Bangalore,Economy,,21.0,6314
377,Vistara,UK-910,Mumbai,Evening,one,Evening,Chennai,Business,22.75,15.0,65405
378,Indigo,0.00E+00,Mumbai,Afternoon,zero,Afternoon,Hyderabad,Economy,1.5,47.0,2901
379,Indigo,0.00E+00,Chennai,Afternoon,zero,Afternoon,Bangalore,Economy,1.08,11.0,3362
380,Air_India,AI-542,Delhi,Morning,one,Morning,Kolkata,Economy,22.33,45.0,3610
381,Vistara,UK-986,Mumbai,Night,one,Night,Chennai,Business,21.5,34.0,49613
382,Indigo,0.00E+00,Bangalore,Afternoon,two_or_more,Evening,Kolkata,Economy,6.75,2.0,12938
383,Air_India,AI-867,Mumbai,,one,Evening,Kolkata,Economy,21.67,4.0,11508
384,Indigo,0.00E+00,Kolkata,Morning,zero,Afternoon,Delhi,Economy,2.42,34.0,4809
385,AirAsia,I5-548,Delhi,Early_Morning,zero,Early_Morning,Kolkata,Economy,2.42,3.0,6060
386,Air_India,AI-559,Hyderabad,Early_Morning,one,Late_Night,Bangalore,Business,17.67,39.0,56590
387,AirAsia,I5-784,Delhi,Evening,one,Early_Morning,Mumbai,Economy,15.17,,7419
388,Air_India,AI-770,Kolkata,Night,one,Evening,Mumbai,Business,21.5,16.0,50271
389,Vistara,UK-613,Mumbai,Afternoon,two_or_more,Night,Chennai,Economy,10.5,40.0,6482
390,,0.00E+00,Delhi,Morning,zero,Morning,Mumbai,Economy,2.17,23.0,2410
391,,I5-747,Delhi,Evening,one,Morning,Kolkata,Economy,14.0,43.0,4031
392,Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Hyderabad,Economy,11.0,37.0,4099
393,Vistara,UK-873,Mumbai,Early_Morning,zero,Early_Morning,Hyderabad,Economy,1.5,41.0,3450
394,Vistara,UK-828,Chennai,Early_Morning,one,Night,Delhi,Business,16.0,9.0,57920
395,Vistara,UK-841,Mumbai,,one,Evening,Delhi,Business,5.67,,51685
396,AirAsia,I5-1563,Kolkata,,two_or_more,Afternoon,Delhi,Economy,18.33,26.0,3014
397,Vistara,UK-870,Hyderabad,Night,one,Evening,Bangalore,Economy,20.42,40.0,6461
398,Air_India,AI-559,Hyderabad,Early_Morning,,Afternoon,Kolkata,Business,8.0,32.0,51707
399,Vistara,UK-738,Kolkata,Evening,one,Night,Bangalore,Business,25.67,,60978
400,,UK-870,Hyderabad,Night,,Evening,Chennai,Business,19.75,40.0,51707
401,,UK-776,Kolkata,Evening,one,Early_Morning,Hyderabad,Economy,14.25,30.0,7834
402,Air_India,AI-543,Hyderabad,Morning,one,Night,Mumbai,Economy,10.25,20.0,4783
403,Air_India,AI-808,Bangalore,,one,Evening,Mumbai,Business,23.0,17.0,54684
404,GO_FIRST,G8-424,Hyderabad,Early_Morning,one,Night,Kolkata,Economy,15.25,11.0,5292
405,,UK-855,Delhi,Evening,one,Afternoon,Mumbai,Business,,,47441
406,Vistara,UK-854,Bangalore,Evening,one,Late_Night,Delhi,Business,5.75,49.0,54841
407,Vistara,UK-816,Bangalore,Morning,one,Night,Chennai,Economy,11.58,36.0,9734
408,GO_FIRST,G8-701,Kolkata,Early_Morning,one,Afternoon,Bangalore,Economy,8.0,7.0,6488
409,Vistara,UK-977,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,3.0,6690
410,Air_India,AI-868,Delhi,Evening,one,Morning,Chennai,Business,16.92,14.0,45257
411,Vistara,UK-653,Mumbai,Early_Morning,one,Evening,Kolkata,Business,13.58,26.0,58562
412,Air_India,AI-543,Hyderabad,Morning,one,Night,Mumbai,Business,10.83,3.0,67827
413,Vistara,UK-776,Kolkata,Evening,one,Morning,Bangalore,Business,17.17,7.0,64047
414,,UK-838,Chennai,Night,one,Early_Morning,Mumbai,Business,10.83,,61873
415,Vistara,UK-824,Chennai,Night,,Morning,Delhi,Business,12.08,6.0,53440
416,Vistara,UK-890,Hyderabad,Evening,one,Morning,Bangalore,Economy,15.33,48.0,6461
417,Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,Economy,,35.0,4086
418,Air_India,AI-559,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Business,8.0,21.0,51707
419,Indigo,0.00E+00,Chennai,Morning,one,Night,Mumbai,Economy,8.92,41.0,1830
420,Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,13.0,29.0,65832
421,Vistara,UK-836,Chennai,,two_or_more,Night,Bangalore,Economy,12.58,31.0,6437
422,Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,12.67,37.0,4368
423,Indigo,0.00E+00,Hyderabad,Night,zero,Late_Night,Delhi,Economy,2.25,34.0,10333
424,Vistara,UK-824,Chennai,Night,one,Morning,Bangalore,Business,12.33,26.0,44144
425,Vistara,UK-871,Delhi,,two_or_more,Evening,Kolkata,Economy,23.33,25.0,9349
426,Vistara,UK-927,Delhi,Morning,one,Evening,Kolkata,Economy,10.42,,6840
427,Air_India,AI-616,Hyderabad,Morning,one,Night,Delhi,Economy,12.83,33.0,4387
428,Vistara,UK-829,Delhi,Early_Morning,zero,Morning,Hyderabad,Business,2.17,30.0,24056
429,SpiceJet,SG-4010,Chennai,,one,Late_Night,Delhi,Economy,16.25,24.0,4048
430,Vistara,UK-836,Chennai,Morning,one,Evening,Kolkata,Business,,14.0,57057
431,Vistara,UK-808,Bangalore,Early_Morning,one,Night,Kolkata,Business,14.75,17.0,60508
432,Vistara,UK-834,Chennai,,one,Morning,Bangalore,Business,17.42,46.0,60260
433,SpiceJet,SG-8169,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,,2621
434,AirAsia,I5-821,Chennai,Night,,Morning,Delhi,Economy,10.33,9.0,7353
435,Indigo,0.00E+00,Bangalore,Morning,zero,Morning,Hyderabad,Economy,1.17,48.0,2343
436,Vistara,UK-820,Bangalore,Evening,one,Morning,Hyderabad,Economy,15.83,38.0,10802
437,Vistara,UK-828,Chennai,Early_Morning,one,Night,Hyderabad,Business,13.92,45.0,41064
438,Vistara,UK-854,Bangalore,Evening,zero,Night,Mumbai,Economy,1.83,1.0,11952
439,GO_FIRST,G8-285,Bangalore,Afternoon,one,Night,Delhi,Economy,4.58,28.0,10732
440,Vistara,UK-951,Delhi,Afternoon,one,Evening,Chennai,Economy,5.58,42.0,4979
441,SpiceJet,SG-489,Kolkata,,zero,Late_Night,Mumbai,Economy,2.83,27.0,5017
442,,UK-850,Bangalore,Evening,one,Morning,Delhi,Economy,12.67,,4111
443,Indigo,6.00E-128,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.0,11.0,6443
444,AirAsia,I5-1451,Bangalore,Early_Morning,one,Morning,Delhi,Economy,6.33,33.0,2723
445,Air_India,AI-809,Mumbai,Morning,one,Morning,Kolkata,Economy,22.08,34.0,6840
446,,G8-519,Kolkata,Evening,one,Morning,Delhi,Economy,,41.0,6324
447,AirAsia,I5-557,Chennai,Night,zero,Late_Night,Kolkata,Economy,,13.0,5043
448,Vistara,UK-878,Hyderabad,Afternoon,one,Night,Kolkata,Economy,9.83,28.0,9501
449,Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,Economy,8.25,40.0,4496
450,Vistara,UK-772,Kolkata,Morning,one,Night,Delhi,Business,12.0,41.0,92193
451,Vistara,UK-874,Hyderabad,Morning,one,Evening,Kolkata,Economy,8.33,6.0,14113
452,Vistara,UK-826,Chennai,Afternoon,one,Evening,Kolkata,Economy,28.42,49.0,7081
453,Vistara,UK-988,Mumbai,Night,one,Morning,Hyderabad,Business,12.75,38.0,75149
454,GO_FIRST,G8-7556,Hyderabad,Afternoon,one,Late_Night,Mumbai,Economy,9.17,40.0,4165
455,Vistara,UK-846,Bangalore,Morning,one,Evening,Kolkata,Business,8.33,20.0,51817
456,Air_India,AI-839,Delhi,Night,zero,Night,Hyderabad,Business,2.17,3.0,25600
457,Indigo,0.00E+00,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.08,39.0,2339
458,GO_FIRST,G8-334,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.58,42.0,6395
459,Indigo,0.00E+00,Mumbai,Afternoon,one,Night,Bangalore,Economy,9.25,14.0,6473
460,Air_India,AI-895,Delhi,Morning,one,Evening,Kolkata,Economy,7.5,42.0,5820
461,Vistara,UK-653,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,12.25,39.0,6797
462,Air_India,AI-683,Mumbai,,one,Late_Night,Delhi,Economy,6.67,25.0,5513
463,Indigo,0.00E+00,Kolkata,Evening,zero,Evening,Delhi,Economy,2.5,44.0,4389
464,,AI-806,Mumbai,Early_Morning,one,Night,Hyderabad,Business,15.58,27.0,45693
465,Air_India,AI-773,Kolkata,Evening,one,Night,Delhi,Business,6.5,5.0,53743
466,GO_FIRST,G8-327,Mumbai,Early_Morning,one,Night,Hyderabad,Economy,13.83,15.0,4262
467,Vistara,UK-708,Kolkata,Night,one,Night,Bangalore,Business,24.0,42.0,60978
468,Vistara,UK-852,Bangalore,Morning,one,Afternoon,Delhi,Economy,5.0,44.0,4111
469,Vistara,UK-850,Bangalore,Evening,one,Night,Hyderabad,Business,25.0,,37985
470,Vistara,UK-875,Mumbai,,one,Morning,Bangalore,Economy,13.5,29.0,4658
471,Air_India,AI-840,Hyderabad,Night,one,Morning,Mumbai,Economy,,27.0,4363
472,,UK-828,Chennai,Early_Morning,one,Night,Delhi,Economy,14.92,,5606
473,Air_India,AI-840,Hyderabad,Night,one,Evening,Mumbai,Economy,23.17,17.0,4783
474,Air_India,AI-773,Kolkata,Evening,one,Night,Delhi,Business,6.5,9.0,53743
475,Vistara,UK-958,Mumbai,,one,Evening,Hyderabad,Economy,7.5,16.0,4414
476,Indigo,0.00E+00,Hyderabad,,one,Night,Kolkata,Economy,5.0,47.0,2057
477,Indigo,0.00E+00,Mumbai,Evening,zero,Night,Hyderabad,Economy,,20.0,2901
478,Vistara,UK-870,Hyderabad,,one,Evening,Mumbai,Business,19.92,22.0,45995
479,Vistara,UK-706,Kolkata,Morning,zero,Afternoon,Delhi,Business,2.33,8.0,38590
480,Air_India,AI-440,Chennai,,one,Night,Bangalore,Business,13.92,,60260
481,Air_India,AI-541,Hyderabad,Evening,one,Morning,Chennai,Economy,18.67,,6295
482,Air_India,AI-542,Delhi,Morning,one,Night,Mumbai,Business,13.58,45.0,41113
483,GO_FIRST,G8-327,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Economy,6.67,40.0,4325
484,Vistara,UK-808,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,,43.0,6133
485,Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Business,11.08,49.0,50969
486,Vistara,UK-727,Delhi,Night,one,Night,Mumbai,Economy,23.83,19.0,8121
487,Indigo,0.00E+00,Hyderabad,Afternoon,one,Night,Chennai,Economy,8.25,12.0,4453
488,GO_FIRST,G8-285,Bangalore,Afternoon,one,Evening,Mumbai,Economy,3.92,36.0,4096
489,GO_FIRST,G8-329,Mumbai,Early_Morning,one,Night,Kolkata,Economy,15.75,1.0,11377
490,Vistara,UK-838,Chennai,Night,one,Afternoon,Hyderabad,Business,15.5,,51457
491,GO_FIRST,G8-803,Bangalore,,one,Late_Night,Mumbai,Economy,7.17,11.0,9771
492,Vistara,UK-738,Kolkata,Evening,zero,Night,Delhi,Economy,2.42,7.0,6909
493,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,10.0,20.0,80566
494,,UK-776,Kolkata,Evening,,Early_Morning,Hyderabad,Business,14.25,25.0,49207
495,Air_India,AI-544,Delhi,Evening,one,Afternoon,Bangalore,Economy,21.67,10.0,9840
496,Vistara,UK-824,Chennai,Night,one,Morning,Bangalore,Business,12.33,10.0,44144
497,Vistara,UK-963,Delhi,Morning,zero,Morning,Mumbai,Business,2.33,48.0,36712
498,Indigo,0.00E+00,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,8.17,14.0,7466
499,GO_FIRST,G8-7541,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,5.33,22.0,5954
500,,AI-767,Delhi,Afternoon,one,Late_Night,Bangalore,Business,13.67,3.0,60362
501,GO_FIRST,G8-7536,Mumbai,Afternoon,zero,Afternoon,Delhi,Economy,2.08,24.0,2339
502,Air_India,AI-505,Bangalore,Morning,one,Evening,Mumbai,Economy,9.58,4.0,9277
503,Indigo,0.00E-02,Chennai,Early_Morning,zero,Morning,Kolkata,Economy,,4.0,7457
504,Vistara,UK-808,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,7.0,5.0,11205
505,Vistara,UK-828,Chennai,Early_Morning,one,Night,Delhi,Economy,16.75,7.0,16319
506,Air_India,AI-616,Hyderabad,Morning,one,Morning,Bangalore,Business,26.75,26.0,38043
507,Vistara,UK-879,Delhi,Evening,one,Morning,Mumbai,Economy,16.33,13.0,9840
508,Vistara,UK-863,Mumbai,Morning,one,Afternoon,Delhi,Business,5.08,33.0,53152
509,Indigo,0.00E+00,Kolkata,Morning,one,Evening,Delhi,Economy,6.92,42.0,4439
510,Indigo,0.00E+00,Mumbai,Morning,zero,Afternoon,Hyderabad,Economy,1.33,41.0,2901
511,Indigo,0.00E+00,Hyderabad,Afternoon,one,Late_Night,Mumbai,Economy,8.75,2.0,13011
512,Air_India,AI-415,Delhi,Evening,one,Evening,Kolkata,Business,24.83,40.0,32347
513,Air_India,AI-538,Chennai,Night,,Night,Hyderabad,Economy,25.25,11.0,13604
514,Air_India,AI-619,Mumbai,,,Night,Hyderabad,Business,1.33,11.0,17548
515,Vistara,UK-970,Mumbai,Morning,one,Night,Hyderabad,Business,14.17,47.0,60365
516,Vistara,UK-832,Chennai,Early_Morning,,Night,Hyderabad,Economy,16.0,11.0,11069
517,Indigo,0.00E+00,Chennai,Morning,one,Evening,Delhi,Economy,6.33,34.0,3361
518,,G8-424,Hyderabad,Early_Morning,zero,Morning,Delhi,Economy,2.0,27.0,2276
519,Vistara,UK-910,Mumbai,Evening,one,Night,Hyderabad,Economy,5.33,20.0,4656
520,Vistara,UK-870,Hyderabad,Night,one,Morning,Bangalore,Economy,12.08,32.0,6461
521,Vistara,UK-863,Mumbai,Morning,one,Night,Delhi,Business,12.5,19.0,71044
522,Air_India,AI-732,Kolkata,Afternoon,one,Morning,Bangalore,Economy,19.92,14.0,13873
523,Vistara,UK-850,Bangalore,Evening,one,Morning,Kolkata,Economy,13.75,37.0,6271
524,Vistara,UK-893,Bangalore,Evening,two_or_more,Evening,Kolkata,Economy,20.92,28.0,8913
525,Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Chennai,Business,12.83,,60396
526,Vistara,UK-860,Hyderabad,Early_Morning,one,Morning,Kolkata,Economy,26.75,37.0,6695
527,Vistara,UK-819,Delhi,Afternoon,,Night,Mumbai,Economy,7.58,,6296
528,Indigo,6.00E-135,Kolkata,Morning,one,Evening,Mumbai,Economy,7.83,23.0,8012
529,Vistara,UK-944,Mumbai,Afternoon,one,Night,Bangalore,Business,,25.0,74880
530,,0.00E+00,Kolkata,Morning,two_or_more,Evening,Delhi,Economy,7.92,6.0,11912
531,Air_India,AI-864,Mumbai,Early_Morning,,Night,Chennai,Business,16.58,7.0,49613
532,Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Bangalore,Business,13.58,27.0,56590
533,Indigo,0.00E+00,Bangalore,Early_Morning,one,Evening,Delhi,Economy,9.0,24.0,4284
534,GO_FIRST,G8-2513,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.08,,4205
535,GO_FIRST,G8-7547,Bangalore,Morning,zero,Morning,Mumbai,Economy,1.67,,5177
536,Vistara,UK-854,Bangalore,Evening,one,Early_Morning,Hyderabad,Business,13.42,21.0,37985
537,GO_FIRST,G8-7541,Delhi,,one,Evening,Bangalore,Economy,8.17,28.0,5610
538,AirAsia,I5-775,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,10.92,22.0,5220
539,Air_India,AI-516,Bangalore,Early_Morning,zero,Morning,Hyderabad,Business,1.25,49.0,12000
540,Vistara,UK-802,Bangalore,Evening,one,Early_Morning,Mumbai,Business,13.08,31.0,67004
541,Air_India,AI-787,Kolkata,Early_Morning,one,Afternoon,Delhi,Business,8.83,2.0,60616
542,Indigo,0.00E+00,Chennai,Afternoon,zero,Evening,Hyderabad,Economy,1.33,21.0,1551
543,Vistara,UK-958,Mumbai,Afternoon,one,Night,Chennai,Business,10.33,35.0,49613
544,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Bangalore,Economy,,35.0,6855
545,,UK-995,Delhi,Morning,,Night,Chennai,Business,,32.0,57992
546,AirAsia,I5-1569,Mumbai,Night,one,Morning,Hyderabad,Economy,11.42,20.0,2105
547,Vistara,UK-772,Kolkata,Morning,one,Evening,Bangalore,Business,8.83,28.0,52287
548,Vistara,UK-816,Bangalore,Morning,one,Evening,Mumbai,Business,6.17,41.0,67004
549,SpiceJet,SG-241,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.75,48.0,4500
550,Indigo,6.00E-136,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,5.5,42.0,3017
551,Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Chennai,Economy,12.83,,6444
552,Air_India,AI-770,Kolkata,Night,one,Morning,Mumbai,Economy,12.58,34.0,5102
553,Air_India,AI-665,Delhi,Early_Morning,one,Early_Morning,Chennai,Business,23.25,47.0,45257
554,Vistara,UK-930,Mumbai,Early_Morning,one,Night,Hyderabad,Business,15.42,18.0,60365
555,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Economy,15.92,43.0,4413
556,Vistara,UK-878,Hyderabad,,one,Night,Delhi,Economy,7.75,13.0,10018
557,,AI-637,Mumbai,Evening,one,Night,Delhi,Business,5.33,3.0,37274
558,Vistara,UK-864,Bangalore,Evening,one,Evening,Kolkata,Business,24.92,5.0,68841
559,Air_India,AI-840,Hyderabad,Night,one,Morning,Chennai,Business,12.08,30.0,51595
560,Air_India,AI-806,Mumbai,Early_Morning,zero,Morning,Delhi,Business,,,22140
561,Vistara,UK-836,Chennai,,one,Evening,Mumbai,Economy,6.92,30.0,10503
562,Air_India,AI-867,Mumbai,Night,zero,Night,Delhi,Economy,2.25,,2464
563,Vistara,UK-802,Bangalore,Evening,,Early_Morning,Mumbai,Economy,13.17,48.0,6568
564,Air_India,AI-839,Delhi,Night,one,Night,Mumbai,Business,26.17,45.0,41113
565,GO_FIRST,G8-789,Kolkata,Morning,zero,Afternoon,Bangalore,Economy,2.67,40.0,3860
566,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Mumbai,Business,9.33,35.0,50271
567,Air_India,AI-687,Mumbai,Afternoon,one,Night,Hyderabad,Economy,7.58,34.0,4593
568,Air_India,AI-401,Delhi,Early_Morning,zero,Morning,Kolkata,Business,2.17,8.0,27976
569,Air_India,AI-501,Bangalore,Afternoon,one,Night,Mumbai,Business,8.25,,54684
570,,AI-888,Mumbai,Evening,one,Evening,Hyderabad,Business,24.33,14.0,45693
